log_id|provider_id|role|specialty|panel_seq
88222057|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88222057|A00436|Anesthesiologist|Anesthesiology|
88222057|N01035|Circulating Nurse|Nursing|
88237264|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88237264|S09037|Assistant Surgeon|Obstetrics & Gynecology|2
88237264|A00564|Anesthesiologist|Anesthesiology|
88237264|N01050|Circulating Nurse|Nursing|
88210275|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88210275|A00408|Anesthesiologist|Anesthesiology|
88210275|N01125|Circulating Nurse|Nursing|
88217673|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88217673|A00410|Anesthesiologist|Anesthesiology|
88217673|N01174|Circulating Nurse|Nursing|
88204384|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88204384|A00543|Anesthesiologist|Anesthesiology|
88204384|N01026|Circulating Nurse|Nursing|
88215207|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88215207|A00509|Anesthesiologist|Anesthesiology|
88215207|N01186|Circulating Nurse|Nursing|
88241237|S04120|Primary Surgeon|Orthopaedic Surgery|1
88241237|A00527|Anesthesiologist|Anesthesiology|
88241237|N01042|Circulating Nurse|Nursing|
88205617|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88205617|A00401|Anesthesiologist|Anesthesiology|
88205617|N01109|Circulating Nurse|Nursing|
88209727|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88209727|A00408|Anesthesiologist|Anesthesiology|
88209727|N01033|Circulating Nurse|Nursing|
88235072|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88235072|A00447|Anesthesiologist|Anesthesiology|
88235072|N01010|Circulating Nurse|Nursing|
88224660|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88224660|S09073|Assistant Surgeon|Obstetrics & Gynecology|2
88224660|A00570|Anesthesiologist|Anesthesiology|
88224660|N01128|Circulating Nurse|Nursing|
88225756|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88225756|S09048|Assistant Surgeon|Colon & Rectal Surgery|2
88225756|S09085|Assistant Surgeon|Obstetrics & Gynecology|3
88225756|A00410|Anesthesiologist|Anesthesiology|
88225756|N01000|Circulating Nurse|Nursing|
88230140|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88230140|A00528|Anesthesiologist|Anesthesiology|
88230140|N01068|Circulating Nurse|Nursing|
88232743|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88232743|A00487|Anesthesiologist|Anesthesiology|
88232743|N01067|Circulating Nurse|Nursing|
88251375|S03318|Primary Surgeon|Urology|1
88251375|S09037|Assistant Surgeon|General Surgery|2
88251375|A00562|Anesthesiologist|Anesthesiology|
88251375|N01093|Circulating Nurse|Nursing|
88211234|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88211234|A00409|Anesthesiologist|Anesthesiology|
88211234|N01143|Circulating Nurse|Nursing|
88215070|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88215070|A00512|Anesthesiologist|Anesthesiology|
88215070|N01172|Circulating Nurse|Nursing|
88239319|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88239319|S09022|Assistant Surgeon|Colon & Rectal Surgery|2
88239319|A00463|Anesthesiologist|Anesthesiology|
88239319|N01126|Circulating Nurse|Nursing|
88208357|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88208357|A00581|Anesthesiologist|Anesthesiology|
88208357|N01115|Circulating Nurse|Nursing|
88227811|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88227811|S09019|Assistant Surgeon|Colon & Rectal Surgery|2
88227811|A00542|Anesthesiologist|Anesthesiology|
88227811|N01051|Circulating Nurse|Nursing|
88240826|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88240826|S09025|Assistant Surgeon|Colon & Rectal Surgery|2
88240826|S09062|Assistant Surgeon|Obstetrics & Gynecology|3
88240826|A00401|Anesthesiologist|Anesthesiology|
88240826|N01047|Circulating Nurse|Nursing|
88251786|S03318|Primary Surgeon|Urology|1
88251786|S09039|Assistant Surgeon|General Surgery|2
88251786|A00525|Anesthesiologist|Anesthesiology|
88251786|N01073|Circulating Nurse|Nursing|
88238497|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88238497|A00408|Anesthesiologist|Anesthesiology|
88238497|N01128|Circulating Nurse|Nursing|
88209590|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88209590|A00443|Anesthesiologist|Anesthesiology|
88209590|N01045|Circulating Nurse|Nursing|
88213289|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88213289|A00443|Anesthesiologist|Anesthesiology|
88213289|N01078|Circulating Nurse|Nursing|
88216029|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88216029|A00545|Anesthesiologist|Anesthesiology|
88216029|N01038|Circulating Nurse|Nursing|
88201507|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88201507|A00567|Anesthesiologist|Anesthesiology|
88201507|N01063|Circulating Nurse|Nursing|
88253019|S03370|Primary Surgeon|Urology|1
88253019|S09035|Assistant Surgeon|General Surgery|2
88253019|S09072|Assistant Surgeon|Colon & Rectal Surgery|3
88253019|A00480|Anesthesiologist|Anesthesiology|
88253019|N01014|Circulating Nurse|Nursing|
88248498|S03370|Primary Surgeon|Urology|1
88248498|S09081|Assistant Surgeon|Urology|2
88248498|A00598|Anesthesiologist|Anesthesiology|
88248498|N01150|Circulating Nurse|Nursing|
88248772|S03318|Primary Surgeon|Urology|1
88248772|S09052|Assistant Surgeon|Urology|2
88248772|A00436|Anesthesiologist|Anesthesiology|
88248772|N01048|Circulating Nurse|Nursing|
88229044|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88229044|A00425|Anesthesiologist|Anesthesiology|
88229044|N01112|Circulating Nurse|Nursing|
88220824|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88220824|A00519|Anesthesiologist|Anesthesiology|
88220824|N01178|Circulating Nurse|Nursing|
88234113|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88234113|A00453|Anesthesiologist|Anesthesiology|
88234113|N01074|Circulating Nurse|Nursing|
88200959|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88200959|A00466|Anesthesiologist|Anesthesiology|
88200959|N01129|Circulating Nurse|Nursing|
88236990|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88236990|A00445|Anesthesiologist|Anesthesiology|
88236990|N01026|Circulating Nurse|Nursing|
88217536|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88217536|A00513|Anesthesiologist|Anesthesiology|
88217536|N01083|Circulating Nurse|Nursing|
88203973|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88203973|A00417|Anesthesiologist|Anesthesiology|
88203973|N01146|Circulating Nurse|Nursing|
88243155|S02901|Primary Surgeon|General Surgery|1
88243155|A00583|Anesthesiologist|Anesthesiology|
88243155|N01070|Circulating Nurse|Nursing|
88253430|S03318|Primary Surgeon|Urology|1
88253430|S09059|Assistant Surgeon|General Surgery|2
88253430|A00416|Anesthesiologist|Anesthesiology|
88253430|N01012|Circulating Nurse|Nursing|
88241374|S04120|Primary Surgeon|Orthopaedic Surgery|1
88241374|A00455|Anesthesiologist|Anesthesiology|
88241374|N01128|Circulating Nurse|Nursing|
88242881|S02901|Primary Surgeon|General Surgery|1
88242881|A00581|Anesthesiologist|Anesthesiology|
88242881|N01046|Circulating Nurse|Nursing|
88206987|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88206987|A00402|Anesthesiologist|Anesthesiology|
88206987|N01061|Circulating Nurse|Nursing|
88220139|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88220139|S09066|Assistant Surgeon|Obstetrics & Gynecology|2
88220139|A00492|Anesthesiologist|Anesthesiology|
88220139|N01140|Circulating Nurse|Nursing|
88233428|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88233428|S09003|Assistant Surgeon|Colon & Rectal Surgery|2
88233428|A00574|Anesthesiologist|Anesthesiology|
88233428|N01131|Circulating Nurse|Nursing|
88218495|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88218495|A00552|Anesthesiologist|Anesthesiology|
88218495|N01144|Circulating Nurse|Nursing|
88238908|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88238908|A00423|Anesthesiologist|Anesthesiology|
88238908|N01038|Circulating Nurse|Nursing|
88244662|S02901|Primary Surgeon|General Surgery|1
88244662|A00450|Anesthesiologist|Anesthesiology|
88244662|N01112|Circulating Nurse|Nursing|
88206302|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88206302|A00401|Anesthesiologist|Anesthesiology|
88206302|N01124|Circulating Nurse|Nursing|
88210412|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88210412|A00407|Anesthesiologist|Anesthesiology|
88210412|N01007|Circulating Nurse|Nursing|
88229181|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88229181|S09037|Assistant Surgeon|Colon & Rectal Surgery|2
88229181|S09074|Assistant Surgeon|Urology|3
88229181|S09111|Assistant Surgeon|Obstetrics & Gynecology|4
88229181|A00486|Anesthesiologist|Anesthesiology|
88229181|N01077|Circulating Nurse|Nursing|
88230825|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88230825|S09000|Assistant Surgeon|Colon & Rectal Surgery|2
88230825|A00595|Anesthesiologist|Anesthesiology|
88230825|N01060|Circulating Nurse|Nursing|
88253567|S03318|Primary Surgeon|Urology|1
88253567|S09002|Assistant Surgeon|General Surgery|2
88253567|S09039|Assistant Surgeon|Colon & Rectal Surgery|3
88253567|A00445|Anesthesiologist|Anesthesiology|
88253567|N01053|Circulating Nurse|Nursing|
88221235|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88221235|S09044|Assistant Surgeon|Obstetrics & Gynecology|2
88221235|A00465|Anesthesiologist|Anesthesiology|
88221235|N01162|Circulating Nurse|Nursing|
88221783|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88221783|S09041|Assistant Surgeon|Obstetrics & Gynecology|2
88221783|A00489|Anesthesiologist|Anesthesiology|
88221783|N01051|Circulating Nurse|Nursing|
88233017|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88233017|S09039|Assistant Surgeon|Colon & Rectal Surgery|2
88233017|A00582|Anesthesiologist|Anesthesiology|
88233017|N01179|Circulating Nurse|Nursing|
88249594|S04188|Primary Surgeon|Orthopaedic Surgery|1
88249594|S09022|Assistant Surgeon|Orthopaedic Surgery|2
88249594|A00530|Anesthesiologist|Anesthesiology|
88249594|N01082|Circulating Nurse|Nursing|
88250827|S04120|Primary Surgeon|Orthopaedic Surgery|1
88250827|S09034|Assistant Surgeon|Plastic Surgery|2
88250827|A00424|Anesthesiologist|Anesthesiology|
88250827|N01097|Circulating Nurse|Nursing|
88210001|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88210001|A00516|Anesthesiologist|Anesthesiology|
88210001|N01110|Circulating Nurse|Nursing|
88238634|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88238634|S09030|Assistant Surgeon|Colon & Rectal Surgery|2
88238634|S09067|Assistant Surgeon|Obstetrics & Gynecology|3
88238634|A00531|Anesthesiologist|Anesthesiology|
88238634|N01170|Circulating Nurse|Nursing|
88212878|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88212878|A00553|Anesthesiologist|Anesthesiology|
88212878|N01009|Circulating Nurse|Nursing|
88254115|S03370|Primary Surgeon|Urology|1
88254115|S09026|Assistant Surgeon|General Surgery|2
88254115|S09063|Assistant Surgeon|Urology|3
88254115|A00400|Anesthesiologist|Anesthesiology|
88254115|N01085|Circulating Nurse|Nursing|
88244799|S02901|Primary Surgeon|General Surgery|1
88244799|A00423|Anesthesiologist|Anesthesiology|
88244799|N01131|Circulating Nurse|Nursing|
88229866|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88229866|S09070|Assistant Surgeon|Colon & Rectal Surgery|2
88229866|S09107|Assistant Surgeon|Obstetrics & Gynecology|3
88229866|A00598|Anesthesiologist|Anesthesiology|
88229866|N01199|Circulating Nurse|Nursing|
88233291|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88233291|A00411|Anesthesiologist|Anesthesiology|
88233291|N01119|Circulating Nurse|Nursing|
88243840|S02901|Primary Surgeon|General Surgery|1
88243840|A00481|Anesthesiologist|Anesthesiology|
88243840|N01166|Circulating Nurse|Nursing|
88215618|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88215618|A00573|Anesthesiologist|Anesthesiology|
88215618|N01068|Circulating Nurse|Nursing|
88227126|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88227126|A00412|Anesthesiologist|Anesthesiology|
88227126|N01112|Circulating Nurse|Nursing|
88253704|S03370|Primary Surgeon|Urology|1
88253704|S09062|Assistant Surgeon|General Surgery|2
88253704|S09099|Assistant Surgeon|Colon & Rectal Surgery|3
88253704|A00518|Anesthesiologist|Anesthesiology|
88253704|N01070|Circulating Nurse|Nursing|
88232332|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88232332|S09036|Assistant Surgeon|Colon & Rectal Surgery|2
88232332|S09073|Assistant Surgeon|Urology|3
88232332|A00507|Anesthesiologist|Anesthesiology|
88232332|N01104|Circulating Nurse|Nursing|
88238360|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88238360|S09052|Assistant Surgeon|Colon & Rectal Surgery|2
88238360|A00515|Anesthesiologist|Anesthesiology|
88238360|N01137|Circulating Nurse|Nursing|
88246854|S02955|Primary Surgeon|General Surgery|1
88246854|A00446|Anesthesiologist|Anesthesiology|
88246854|N01156|Circulating Nurse|Nursing|
88248224|S03370|Primary Surgeon|Urology|1
88248224|A00459|Anesthesiologist|Anesthesiology|
88248224|N01046|Circulating Nurse|Nursing|
88208494|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88208494|A00413|Anesthesiologist|Anesthesiology|
88208494|N01013|Circulating Nurse|Nursing|
88224797|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88224797|A00431|Anesthesiologist|Anesthesiology|
88224797|N01178|Circulating Nurse|Nursing|
88204110|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88204110|A00565|Anesthesiologist|Anesthesiology|
88204110|N01119|Circulating Nurse|Nursing|
88210138|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88210138|A00423|Anesthesiologist|Anesthesiology|
88210138|N01106|Circulating Nurse|Nursing|
88245484|S02955|Primary Surgeon|General Surgery|1
88245484|A00466|Anesthesiologist|Anesthesiology|
88245484|N01045|Circulating Nurse|Nursing|
88207946|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88207946|A00543|Anesthesiologist|Anesthesiology|
88207946|N01173|Circulating Nurse|Nursing|
88216303|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88216303|A00481|Anesthesiologist|Anesthesiology|
88216303|N01093|Circulating Nurse|Nursing|
88223290|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88223290|A00493|Anesthesiologist|Anesthesiology|
88223290|N01116|Circulating Nurse|Nursing|
88241100|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88241100|A00440|Anesthesiologist|Anesthesiology|
88241100|N01003|Circulating Nurse|Nursing|
88251238|S03318|Primary Surgeon|Urology|1
88251238|S09029|Assistant Surgeon|General Surgery|2
88251238|S09066|Assistant Surgeon|Urology|3
88251238|A00471|Anesthesiologist|Anesthesiology|
88251238|N01144|Circulating Nurse|Nursing|
88203151|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88203151|A00478|Anesthesiologist|Anesthesiology|
88203151|N01025|Circulating Nurse|Nursing|
88222194|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88222194|A00549|Anesthesiologist|Anesthesiology|
88222194|N01182|Circulating Nurse|Nursing|
88202329|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88202329|A00423|Anesthesiologist|Anesthesiology|
88202329|N01094|Circulating Nurse|Nursing|
88220550|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88220550|A00461|Anesthesiologist|Anesthesiology|
88220550|N01157|Circulating Nurse|Nursing|
88228359|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88228359|S09063|Assistant Surgeon|Colon & Rectal Surgery|2
88228359|S09100|Assistant Surgeon|Urology|3
88228359|S09137|Assistant Surgeon|Obstetrics & Gynecology|4
88228359|A00537|Anesthesiologist|Anesthesiology|
88228359|N01078|Circulating Nurse|Nursing|
88237538|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88237538|S09054|Assistant Surgeon|Obstetrics & Gynecology|2
88237538|A00485|Anesthesiologist|Anesthesiology|
88237538|N01034|Circulating Nurse|Nursing|
88253841|S03370|Primary Surgeon|Urology|1
88253841|S09019|Assistant Surgeon|General Surgery|2
88253841|S09056|Assistant Surgeon|Urology|3
88253841|A00516|Anesthesiologist|Anesthesiology|
88253841|N01137|Circulating Nurse|Nursing|
88213974|S01402|Primary Surgeon|Obstetrics & Gynecology|1
88213974|A00527|Anesthesiologist|Anesthesiology|
88213974|N01065|Circulating Nurse|Nursing|
88216988|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88216988|A00560|Anesthesiologist|Anesthesiology|
88216988|N01006|Circulating Nurse|Nursing|
88222879|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88222879|S09010|Assistant Surgeon|Obstetrics & Gynecology|2
88222879|A00554|Anesthesiologist|Anesthesiology|
88222879|N01014|Circulating Nurse|Nursing|
88202055|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88202055|A00450|Anesthesiologist|Anesthesiology|
88202055|N01040|Circulating Nurse|Nursing|
88252608|S03370|Primary Surgeon|Urology|1
88252608|S09067|Assistant Surgeon|General Surgery|2
88252608|S09104|Assistant Surgeon|Urology|3
88252608|A00534|Anesthesiologist|Anesthesiology|
88252608|N01055|Circulating Nurse|Nursing|
88221920|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88221920|S09058|Assistant Surgeon|Obstetrics & Gynecology|2
88221920|A00449|Anesthesiologist|Anesthesiology|
88221920|N01073|Circulating Nurse|Nursing|
88230962|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88230962|A00505|Anesthesiologist|Anesthesiology|
88230962|N01093|Circulating Nurse|Nursing|
88242196|S04120|Primary Surgeon|Orthopaedic Surgery|1
88242196|A00460|Anesthesiologist|Anesthesiology|
88242196|N01033|Circulating Nurse|Nursing|
88244388|S02901|Primary Surgeon|General Surgery|1
88244388|A00515|Anesthesiologist|Anesthesiology|
88244388|N01177|Circulating Nurse|Nursing|
88233702|S01244|Primary Surgeon|Obstetrics & Gynecology|1
88233702|S09043|Assistant Surgeon|Colon & Rectal Surgery|2
88233702|A00440|Anesthesiologist|Anesthesiology|
88233702|N01085|Circulating Nurse|Nursing|
88242607|S04188|Primary Surgeon|Orthopaedic Surgery|1
88242607|A00437|Anesthesiologist|Anesthesiology|
88242607|N01135|Circulating Nurse|Nursing|
88238223|S00817|Primary Surgeon|Obstetrics & Gynecology|1
88238223|A00412|Anesthesiologist|Anesthesiology|
88238223|N01011|Circulating Nurse|Nursing|
